"country","code","name","code_2","count_song","year","count_album","count_artist"
"FR","FRA","France","FR",46,1961,4,NA
"FR","FRA","France","FR",36,1962,3,NA
"FR","FRA","France","FR",79,1963,5,NA
"FR","FRA","France","FR",115,1964,8,NA
"FR","FRA","France","FR",103,1965,9,NA
"FR","FRA","France","FR",75,1966,6,NA
"FR","FRA","France","FR",79,1967,6,NA
"FR","FRA","France","FR",100,1968,8,NA
"FR","FRA","France","FR",110,1969,8,NA
"FR","FRA","France","FR",45,1970,4,NA
"FR","FRA","France","FR",117,1971,11,NA
"FR","FRA","France","FR",145,1972,13,NA
"FR","FRA","France","FR",201,1973,18,NA
"FR","FRA","France","FR",105,1974,10,NA
"FR","FRA","France","FR",158,1975,14,NA
"FR","FRA","France","FR",213,1976,16,NA
"FR","FRA","France","FR",150,1977,15,NA
"FR","FRA","France","FR",202,1978,18,NA
"FR","FRA","France","FR",205,1979,20,NA
"FR","FRA","France","FR",184,1980,17,NA
"FR","FRA","France","FR",240,1981,22,NA
"FR","FRA","France","FR",122,1982,12,NA
"FR","FRA","France","FR",144,1983,15,NA
"FR","FRA","France","FR",171,1984,15,NA
"FR","FRA","France","FR",290,1985,24,NA
"FR","FRA","France","FR",211,1986,20,NA
"FR","FRA","France","FR",183,1987,16,NA
"FR","FRA","France","FR",383,1988,31,NA
"FR","FRA","France","FR",367,1989,29,NA
"FR","FRA","France","FR",509,1990,35,NA
"FR","FRA","France","FR",486,1991,35,NA
"FR","FRA","France","FR",514,1992,42,NA
"FR","FRA","France","FR",444,1993,33,NA
"FR","FRA","France","FR",590,1994,35,NA
"FR","FRA","France","FR",636,1995,48,NA
"FR","FRA","France","FR",916,1996,59,NA
"FR","FRA","France","FR",829,1997,61,NA
"FR","FRA","France","FR",643,1998,47,NA
"FR","FRA","France","FR",604,1999,53,NA
"FR","FRA","France","FR",1016,2000,76,NA
"FR","FRA","France","FR",1086,2001,80,NA
"FR","FRA","France","FR",1009,2002,74,NA
"FR","FRA","France","FR",1199,2003,89,NA
"FR","FRA","France","FR",1139,2004,86,NA
"FR","FRA","France","FR",1094,2005,81,NA
"FR","FRA","France","FR",1159,2006,87,NA
"FR","FRA","France","FR",1100,2007,88,NA
"FR","FRA","France","FR",1125,2008,84,NA
"FR","FRA","France","FR",1071,2009,78,NA
"FR","FRA","France","FR",723,2010,58,NA
"FR","FRA","France","FR",696,2011,53,NA
"FR","FRA","France","FR",282,2012,23,NA
"FR","FRA","France","FR",87,2013,8,NA
"FR","FRA","France","FR",105,2014,8,NA
"FR","FRA","France","FR",22,2015,2,NA
"FR","FRA","France","FR",10,2016,1,NA
"GB","GAB","Gabon","GA",24,1828,1,NA
"GB","GAB","Gabon","GA",24,1955,2,NA
"GB","GAB","Gabon","GA",34,1957,2,NA
"GB","GAB","Gabon","GA",14,1958,1,NA
"GB","GAB","Gabon","GA",32,1959,2,NA
"GB","GAB","Gabon","GA",79,1960,7,NA
"GB","GAB","Gabon","GA",95,1961,6,NA
"GB","GAB","Gabon","GA",20,1962,2,NA
"GB","GAB","Gabon","GA",48,1963,4,NA
"GB","GAB","Gabon","GA",120,1964,10,NA
"GB","GAB","Gabon","GA",316,1965,21,NA
"GB","GAB","Gabon","GA",129,1966,9,NA
"GB","GAB","Gabon","GA",427,1967,33,NA
"GB","GAB","Gabon","GA",611,1968,44,NA
"GB","GAB","Gabon","GA",623,1969,54,NA
"GB","GAB","Gabon","GA",799,1970,71,NA
"GB","GAB","Gabon","GA",821,1971,70,NA
"GB","GAB","Gabon","GA",892,1972,82,NA
"GB","GAB","Gabon","GA",704,1973,67,NA
"GB","GAB","Gabon","GA",855,1974,81,NA
"GB","GAB","Gabon","GA",870,1975,83,NA
"GB","GAB","Gabon","GA",574,1976,55,NA
"GB","GAB","Gabon","GA",716,1977,66,NA
"GB","GAB","Gabon","GA",1014,1978,83,NA
"GB","GAB","Gabon","GA",1064,1979,93,NA
"GB","GAB","Gabon","GA",1016,1980,91,NA
"GB","GAB","Gabon","GA",1213,1981,104,NA
"GB","GAB","Gabon","GA",1104,1982,98,NA
"GB","GAB","Gabon","GA",1174,1983,105,NA
"GB","GAB","Gabon","GA",1056,1984,92,NA
"GB","GAB","Gabon","GA",1139,1985,96,NA
"GB","GAB","Gabon","GA",976,1986,89,NA
"GB","GAB","Gabon","GA",1312,1987,109,NA
"GB","GAB","Gabon","GA",1126,1988,93,NA
"GB","GAB","Gabon","GA",1087,1989,89,NA
"GB","GAB","Gabon","GA",1534,1990,116,NA
"GB","GAB","Gabon","GA",1461,1991,124,NA
"GB","GAB","Gabon","GA",1674,1992,131,NA
"GB","GAB","Gabon","GA",1764,1993,138,NA
"GB","GAB","Gabon","GA",2131,1994,149,NA
"GB","GAB","Gabon","GA",2185,1995,171,NA
"GB","GAB","Gabon","GA",2599,1996,173,NA
"GB","GAB","Gabon","GA",2314,1997,156,NA
"GB","GAB","Gabon","GA",2279,1998,181,NA
"GB","GAB","Gabon","GA",2087,1999,163,NA
"GB","GAB","Gabon","GA",2952,2000,210,NA
"GB","GAB","Gabon","GA",3301,2001,233,NA
"GB","GAB","Gabon","GA",3727,2002,247,NA
"GB","GAB","Gabon","GA",3605,2003,265,NA
"GB","GAB","Gabon","GA",3186,2004,236,NA
"GB","GAB","Gabon","GA",3669,2005,271,NA
"GB","GAB","Gabon","GA",3749,2006,290,NA
"GB","GAB","Gabon","GA",3576,2007,285,NA
"GB","GAB","Gabon","GA",3459,2008,275,NA
"GB","GAB","Gabon","GA",3196,2009,252,NA
"GB","GAB","Gabon","GA",3102,2010,254,NA
"GB","GAB","Gabon","GA",1938,2011,160,NA
"GB","GAB","Gabon","GA",1017,2012,87,NA
"GB","GAB","Gabon","GA",452,2013,37,NA
"GB","GAB","Gabon","GA",194,2014,21,NA
"GB","GAB","Gabon","GA",124,2015,8,NA
"GL","GRL","Greenland","GL",10,2000,1,NA
"GL","GRL","Greenland","GL",12,2001,1,NA
"GR","GRC","Greece","GR",9,1969,1,NA
"GR","GRC","Greece","GR",13,1982,2,NA
"GR","GRC","Greece","GR",8,1993,1,NA
"GR","GRC","Greece","GR",29,1994,3,NA
"GR","GRC","Greece","GR",36,1995,4,NA
"GR","GRC","Greece","GR",18,1996,1,NA
"GR","GRC","Greece","GR",10,1997,1,NA
"GR","GRC","Greece","GR",15,1998,2,NA
"GR","GRC","Greece","GR",10,1999,1,NA
"GR","GRC","Greece","GR",40,2000,4,NA
"GR","GRC","Greece","GR",17,2001,2,NA
"GR","GRC","Greece","GR",19,2002,2,NA
"GR","GRC","Greece","GR",75,2003,8,NA
"GR","GRC","Greece","GR",42,2004,4,NA
"GR","GRC","Greece","GR",82,2005,7,NA
"GR","GRC","Greece","GR",50,2006,4,NA
"GR","GRC","Greece","GR",75,2007,6,NA
"GR","GRC","Greece","GR",85,2008,8,NA
"GR","GRC","Greece","GR",27,2009,3,NA
"GR","GRC","Greece","GR",19,2010,2,NA
"GR","GRC","Greece","GR",12,2011,1,NA
"GR","GRC","Greece","GR",12,2012,1,NA
"HK","HKG","Hong Kong","HK",13,1987,1,NA
"HK","HKG","Hong Kong","HK",12,1997,1,NA
"HK","HKG","Hong Kong","HK",14,1999,1,NA
"HK","HKG","Hong Kong","HK",12,2000,1,NA
"HK","HKG","Hong Kong","HK",23,2003,1,NA
"HK","HKG","Hong Kong","HK",10,2004,1,NA
"HK","HKG","Hong Kong","HK",13,2005,1,NA
"HK","HKG","Hong Kong","HK",13,2010,1,NA
"HR","HRV","Croatia","HR",6,1974,1,NA
"HR","HRV","Croatia","HR",9,1975,1,NA
"HR","HRV","Croatia","HR",17,1996,1,NA
"HR","HRV","Croatia","HR",34,1997,3,NA
"HR","HRV","Croatia","HR",44,2000,4,NA
"HR","HRV","Croatia","HR",36,2001,3,NA
"HR","HRV","Croatia","HR",35,2002,3,NA
"HR","HRV","Croatia","HR",10,2004,1,NA
"HR","HRV","Croatia","HR",103,2005,5,NA
"HR","HRV","Croatia","HR",12,2007,1,NA
"HR","HRV","Croatia","HR",34,2008,3,NA
"HR","HRV","Croatia","HR",12,2011,1,NA
"HU","HUN","Hungary","HU",10,1980,1,NA
"HU","HUN","Hungary","HU",10,1987,1,NA
"HU","HUN","Hungary","HU",21,1989,2,NA
"HU","HUN","Hungary","HU",81,1990,7,NA
"HU","HUN","Hungary","HU",48,1991,4,NA
"HU","HUN","Hungary","HU",48,1992,5,NA
"HU","HUN","Hungary","HU",93,1993,6,NA
"HU","HUN","Hungary","HU",88,1994,7,NA
"HU","HUN","Hungary","HU",73,1995,5,NA
"HU","HUN","Hungary","HU",90,1996,8,NA
"HU","HUN","Hungary","HU",81,1997,6,NA
"HU","HUN","Hungary","HU",66,1998,4,NA
"HU","HUN","Hungary","HU",104,1999,8,NA
"HU","HUN","Hungary","HU",48,2000,4,NA
"HU","HUN","Hungary","HU",73,2001,6,NA
"HU","HUN","Hungary","HU",45,2002,4,NA
"HU","HUN","Hungary","HU",102,2003,9,NA
"HU","HUN","Hungary","HU",150,2004,11,NA
"HU","HUN","Hungary","HU",53,2005,4,NA
"HU","HUN","Hungary","HU",87,2006,8,NA
"HU","HUN","Hungary","HU",45,2007,3,NA
"HU","HUN","Hungary","HU",58,2008,5,NA
"HU","HUN","Hungary","HU",53,2009,4,NA
"HU","HUN","Hungary","HU",25,2010,2,NA
"HU","HUN","Hungary","HU",45,2011,4,NA
"HU","HUN","Hungary","HU",12,2012,1,NA
"ID","IDN","Indonesia","ID",10,1999,1,NA
"ID","IDN","Indonesia","ID",12,2000,1,NA
"ID","IDN","Indonesia","ID",14,2002,1,NA
"ID","IDN","Indonesia","ID",10,2003,1,NA
"ID","IDN","Indonesia","ID",12,2004,1,NA
"ID","IDN","Indonesia","ID",31,2006,2,NA
"ID","IDN","Indonesia","ID",20,2008,2,NA
"ID","IDN","Indonesia","ID",12,2009,1,NA
"IE","IRL","Ireland","IE",12,1972,1,NA
"IE","IRL","Ireland","IE",13,1973,1,NA
"IE","IRL","Ireland","IE",21,1975,1,NA
"IE","IRL","Ireland","IE",20,1976,2,NA
"IE","IRL","Ireland","IE",9,1977,1,NA
"IE","IRL","Ireland","IE",12,1978,1,NA
"IE","IRL","Ireland","IE",9,1979,1,NA
"IE","IRL","Ireland","IE",19,1980,2,NA
"IE","IRL","Ireland","IE",11,1981,1,NA
"IE","IRL","Ireland","IE",14,1983,1,NA
"IE","IRL","Ireland","IE",22,1984,2,NA
"IE","IRL","Ireland","IE",22,1985,2,NA
"IE","IRL","Ireland","IE",11,1988,1,NA
"IE","IRL","Ireland","IE",37,1989,3,NA
"IE","IRL","Ireland","IE",4,1990,1,NA
"IE","IRL","Ireland","IE",22,1991,2,NA
"IE","IRL","Ireland","IE",37,1992,3,NA
"IE","IRL","Ireland","IE",22,1993,2,NA
"IE","IRL","Ireland","IE",30,1994,3,NA
"IE","IRL","Ireland","IE",42,1995,4,NA
"IE","IRL","Ireland","IE",57,1996,5,NA
"IE","IRL","Ireland","IE",12,1997,1,NA
"IE","IRL","Ireland","IE",60,1998,6,NA
"IE","IRL","Ireland","IE",25,2000,2,NA
"IE","IRL","Ireland","IE",16,2001,1,NA
"IE","IRL","Ireland","IE",41,2002,3,NA
"IE","IRL","Ireland","IE",21,2003,2,NA
"IE","IRL","Ireland","IE",72,2005,5,NA
"IE","IRL","Ireland","IE",40,2006,4,NA
"IE","IRL","Ireland","IE",47,2007,6,NA
"IE","IRL","Ireland","IE",22,2008,2,NA
"IE","IRL","Ireland","IE",25,2009,2,NA
"IE","IRL","Ireland","IE",9,2010,1,NA
"IE","IRL","Ireland","IE",58,2011,4,NA
"IE","IRL","Ireland","IE",4,2014,1,NA
"IL","ISR","Israel","IL",13,1975,1,NA
"IL","ISR","Israel","IL",3,1992,1,NA
"IL","ISR","Israel","IL",9,1996,1,NA
"IL","ISR","Israel","IL",8,1997,1,NA
"IL","ISR","Israel","IL",9,1999,1,NA
"IL","ISR","Israel","IL",15,2000,2,NA
"IL","ISR","Israel","IL",9,2001,1,NA
"IL","ISR","Israel","IL",10,2004,1,NA
"IL","ISR","Israel","IL",9,2005,1,NA
"IL","ISR","Israel","IL",11,2006,1,NA
"IL","ISR","Israel","IL",23,2007,2,NA
"IL","ISR","Israel","IL",16,2008,1,NA
"IL","ISR","Israel","IL",34,2009,3,NA
"IL","ISR","Israel","IL",8,2010,1,NA
"IL","ISR","Israel","IL",13,2011,1,NA
"IN","IND","India","IN",10,2000,1,NA
"IN","IND","India","IN",11,2004,1,NA
"IN","IND","India","IN",5,2005,1,NA
"IN","IND","India","IN",19,2006,1,NA
"IN","IND","India","IN",8,2007,1,NA
"IN","IND","India","IN",10,2009,1,NA
"IN","IND","India","IN",7,2010,1,NA
"IN","IND","India","IN",12,2012,2,NA
"IR","IRN","Iran","IR",9,2007,1,NA
"IS","ISL","Iceland","IS",12,1994,1,NA
"IS","ISL","Iceland","IS",10,1995,1,NA
"IS","ISL","Iceland","IS",20,1996,2,NA
"IS","ISL","Iceland","IS",12,1997,1,NA
"IS","ISL","Iceland","IS",11,1998,1,NA
"IS","ISL","Iceland","IS",24,1999,2,NA
"IS","ISL","Iceland","IS",10,2000,1,NA
"IS","ISL","Iceland","IS",11,2002,1,NA
"IS","ISL","Iceland","IS",10,2003,1,NA
"IS","ISL","Iceland","IS",28,2004,2,NA
"IS","ISL","Iceland","IS",12,2005,1,NA
"IS","ISL","Iceland","IS",24,2007,2,NA
"IS","ISL","Iceland","IS",55,2008,5,NA
"IS","ISL","Iceland","IS",11,2009,1,NA
"IS","ISL","Iceland","IS",33,2010,3,NA
"IT","ITA","Italy","IT",12,1959,1,NA
"IT","ITA","Italy","IT",48,1963,4,NA
"IT","ITA","Italy","IT",12,1964,1,NA
"IT","ITA","Italy","IT",12,1965,1,NA
"IT","ITA","Italy","IT",10,1966,1,NA
"IT","ITA","Italy","IT",10,1967,1,NA
"IT","ITA","Italy","IT",29,1968,3,NA
"IT","ITA","Italy","IT",67,1970,7,NA
"IT","ITA","Italy","IT",71,1971,10,NA
"IT","ITA","Italy","IT",100,1972,12,NA
"IT","ITA","Italy","IT",120,1973,17,NA
"IT","ITA","Italy","IT",92,1974,11,NA
"IT","ITA","Italy","IT",84,1975,10,NA
"IT","ITA","Italy","IT",85,1976,9,NA
"IT","ITA","Italy","IT",48,1977,6,NA
"IT","ITA","Italy","IT",90,1978,10,NA
"IT","ITA","Italy","IT",75,1979,10,NA
"IT","ITA","Italy","IT",61,1980,7,NA
"IT","ITA","Italy","IT",67,1981,8,NA
"IT","ITA","Italy","IT",89,1982,10,NA
"IT","ITA","Italy","IT",79,1983,7,NA
"IT","ITA","Italy","IT",48,1984,6,NA
"IT","ITA","Italy","IT",91,1985,11,NA
"IT","ITA","Italy","IT",46,1986,5,NA
"IT","ITA","Italy","IT",90,1987,8,NA
"IT","ITA","Italy","IT",122,1988,12,NA
"IT","ITA","Italy","IT",85,1989,9,NA
"IT","ITA","Italy","IT",99,1990,9,NA
"IT","ITA","Italy","IT",174,1991,13,NA
"IT","ITA","Italy","IT",227,1992,18,NA
"IT","ITA","Italy","IT",215,1993,20,NA
"IT","ITA","Italy","IT",225,1994,18,NA
"IT","ITA","Italy","IT",315,1995,27,NA
"IT","ITA","Italy","IT",283,1996,24,NA
"IT","ITA","Italy","IT",390,1997,29,NA
"IT","ITA","Italy","IT",381,1998,33,NA
"IT","ITA","Italy","IT",387,1999,35,NA
"IT","ITA","Italy","IT",438,2000,37,NA
"IT","ITA","Italy","IT",458,2001,38,NA
"IT","ITA","Italy","IT",476,2002,42,NA
"IT","ITA","Italy","IT",486,2003,36,NA
"IT","ITA","Italy","IT",532,2004,48,NA
"IT","ITA","Italy","IT",502,2005,37,NA
"IT","ITA","Italy","IT",529,2006,38,NA
"IT","ITA","Italy","IT",498,2007,43,NA
"IT","ITA","Italy","IT",533,2008,43,NA
"IT","ITA","Italy","IT",301,2009,25,NA
"IT","ITA","Italy","IT",339,2010,27,NA
"IT","ITA","Italy","IT",245,2011,19,NA
"IT","ITA","Italy","IT",50,2012,5,NA
"IT","ITA","Italy","IT",41,2013,3,NA
"IT","ITA","Italy","IT",13,2015,1,NA
"JM","JAM","Jamaica","JM",12,1972,1,NA
"JM","JAM","Jamaica","JM",24,1973,2,NA
"JM","JAM","Jamaica","JM",10,1978,1,NA
"JM","JAM","Jamaica","JM",22,1979,2,NA
"JM","JAM","Jamaica","JM",27,1980,3,NA
"JM","JAM","Jamaica","JM",16,1992,1,NA
"JM","JAM","Jamaica","JM",14,1994,1,NA
"JM","JAM","Jamaica","JM",12,1998,1,NA
"JM","JAM","Jamaica","JM",14,2006,1,NA
"JM","JAM","Jamaica","JM",21,2007,1,NA
"JP","JPN","Japan","JP",11,1956,1,NA
"JP","JPN","Japan","JP",11,1958,1,NA
"JP","JPN","Japan","JP",10,1960,1,NA
"JP","JPN","Japan","JP",8,1963,1,NA
"JP","JPN","Japan","JP",26,1965,2,NA
"JP","JPN","Japan","JP",39,1966,3,NA
"JP","JPN","Japan","JP",34,1968,3,NA
"JP","JPN","Japan","JP",10,1969,1,NA
"JP","JPN","Japan","JP",42,1970,5,NA
"JP","JPN","Japan","JP",28,1971,3,NA
"JP","JPN","Japan","JP",14,1972,1,NA
"JP","JPN","Japan","JP",54,1973,5,NA
"JP","JPN","Japan","JP",38,1974,4,NA
"JP","JPN","Japan","JP",59,1975,6,NA
"JP","JPN","Japan","JP",34,1976,4,NA
"JP","JPN","Japan","JP",75,1977,7,NA
"JP","JPN","Japan","JP",32,1978,3,NA
"JP","JPN","Japan","JP",48,1979,5,NA
"JP","JPN","Japan","JP",32,1980,3,NA
"JP","JPN","Japan","JP",88,1981,3,NA
"JP","JPN","Japan","JP",20,1982,2,NA
"JP","JPN","Japan","JP",60,1983,5,NA
"JP","JPN","Japan","JP",36,1984,3,NA
"JP","JPN","Japan","JP",32,1985,3,NA
"JP","JPN","Japan","JP",86,1986,8,NA
"JP","JPN","Japan","JP",76,1987,8,NA
"JP","JPN","Japan","JP",78,1988,8,NA
"JP","JPN","Japan","JP",85,1989,10,NA
"JP","JPN","Japan","JP",49,1990,6,NA
"JP","JPN","Japan","JP",100,1991,10,NA
"JP","JPN","Japan","JP",174,1992,13,NA
"JP","JPN","Japan","JP",204,1993,18,NA
"JP","JPN","Japan","JP",335,1994,29,NA
"JP","JPN","Japan","JP",220,1995,19,NA
"JP","JPN","Japan","JP",364,1996,31,NA
"JP","JPN","Japan","JP",408,1997,32,NA
"JP","JPN","Japan","JP",590,1998,53,NA
"JP","JPN","Japan","JP",505,1999,47,NA
"JP","JPN","Japan","JP",628,2000,53,NA
"JP","JPN","Japan","JP",680,2001,61,NA
"JP","JPN","Japan","JP",782,2002,69,NA
"JP","JPN","Japan","JP",1026,2003,85,NA
"JP","JPN","Japan","JP",797,2004,71,NA
"JP","JPN","Japan","JP",888,2005,91,NA
"JP","JPN","Japan","JP",1039,2006,100,NA
"JP","JPN","Japan","JP",1055,2007,98,NA
"JP","JPN","Japan","JP",618,2008,61,NA
"JP","JPN","Japan","JP",762,2009,66,NA
"JP","JPN","Japan","JP",465,2010,39,NA
"JP","JPN","Japan","JP",347,2011,30,NA
"JP","JPN","Japan","JP",106,2012,9,NA
"JP","JPN","Japan","JP",130,2013,11,NA
"JP","JPN","Japan","JP",51,2014,5,NA
"JP","JPN","Japan","JP",38,2015,3,NA
"KR","KIR","Kiribati","KI",11,1967,1,NA
"KR","KIR","Kiribati","KI",7,1995,1,NA
"KR","KIR","Kiribati","KI",19,2001,2,NA
"KR","KIR","Kiribati","KI",5,2002,1,NA
"KR","KIR","Kiribati","KI",33,2006,5,NA
"KR","KIR","Kiribati","KI",4,2007,1,NA
"KR","KIR","Kiribati","KI",6,2008,1,NA
"KR","KIR","Kiribati","KI",30,2009,3,NA
"KR","KIR","Kiribati","KI",19,2010,2,NA
"KR","KIR","Kiribati","KI",31,2012,5,NA
"LI","LBR","Liberia","LR",36,1997,3,NA
"LT","LSO","Lesotho","LS",9,1989,1,NA
"LT","LSO","Lesotho","LS",11,1990,1,NA
"LT","LSO","Lesotho","LS",22,1991,2,NA
"LT","LSO","Lesotho","LS",31,1992,2,NA
"LT","LSO","Lesotho","LS",21,1993,2,NA
"LT","LSO","Lesotho","LS",113,1994,8,NA
"LT","LSO","Lesotho","LS",40,1995,3,NA
"LT","LSO","Lesotho","LS",75,1996,6,NA
"LT","LSO","Lesotho","LS",54,1997,5,NA
"LT","LSO","Lesotho","LS",44,1998,4,NA
"LT","LSO","Lesotho","LS",41,1999,4,NA
"LT","LSO","Lesotho","LS",40,2000,4,NA
"LT","LSO","Lesotho","LS",37,2001,3,NA
"LT","LSO","Lesotho","LS",90,2002,9,NA
"LT","LSO","Lesotho","LS",74,2003,4,NA
"LT","LSO","Lesotho","LS",84,2004,7,NA
"LT","LSO","Lesotho","LS",65,2005,6,NA
"LT","LSO","Lesotho","LS",123,2006,11,NA
"LT","LSO","Lesotho","LS",96,2007,6,NA
"LT","LSO","Lesotho","LS",69,2008,6,NA
"LT","LSO","Lesotho","LS",57,2009,5,NA
"LT","LSO","Lesotho","LS",53,2010,4,NA
"LT","LSO","Lesotho","LS",10,2011,1,NA
"LU","LUX","Luxembourg","LU",7,1996,1,NA
"LV","LVA","Latvia","LV",10,1984,1,NA
"LV","LVA","Latvia","LV",9,1988,1,NA
"LV","LVA","Latvia","LV",13,1995,1,NA
"LV","LVA","Latvia","LV",26,1996,2,NA
"LV","LVA","Latvia","LV",46,1997,4,NA
"LV","LVA","Latvia","LV",23,1998,2,NA
"LV","LVA","Latvia","LV",25,2000,2,NA
"LV","LVA","Latvia","LV",25,2001,2,NA
"LV","LVA","Latvia","LV",27,2002,2,NA
"LV","LVA","Latvia","LV",27,2003,2,NA
"LV","LVA","Latvia","LV",9,2004,1,NA
"LV","LVA","Latvia","LV",10,2005,1,NA
"LV","LVA","Latvia","LV",41,2006,3,NA
"LV","LVA","Latvia","LV",21,2007,2,NA
"LV","LVA","Latvia","LV",13,2009,1,NA
"LV","LVA","Latvia","LV",37,2010,2,NA
"LV","LVA","Latvia","LV",10,2011,1,NA
"LV","LVA","Latvia","LV",13,2012,1,NA
"MK","MKD","Macedonia, the former Yugoslav Republic of","MK",12,1994,1,NA
"MK","MKD","Macedonia, the former Yugoslav Republic of","MK",10,2009,1,NA
"ML","MLI","Mali","ML",9,1995,1,NA
"MX","MEX","Mexico","MX",12,1969,1,NA
"MX","MEX","Mexico","MX",12,1970,1,NA
"MX","MEX","Mexico","MX",23,1972,2,NA
"MX","MEX","Mexico","MX",10,1973,1,NA
"MX","MEX","Mexico","MX",12,1974,1,NA
"MX","MEX","Mexico","MX",12,1975,1,NA
"MX","MEX","Mexico","MX",12,1976,1,NA
"MX","MEX","Mexico","MX",10,1977,1,NA
"MX","MEX","Mexico","MX",12,1978,1,NA
"MX","MEX","Mexico","MX",20,1979,2,NA
"MX","MEX","Mexico","MX",17,1980,2,NA
"MX","MEX","Mexico","MX",12,1981,1,NA
"MX","MEX","Mexico","MX",11,1983,1,NA
"MX","MEX","Mexico","MX",24,1985,3,NA
"MX","MEX","Mexico","MX",9,1986,1,NA
"MX","MEX","Mexico","MX",20,1987,2,NA
"MX","MEX","Mexico","MX",32,1988,3,NA
"MX","MEX","Mexico","MX",84,1990,8,NA
"MX","MEX","Mexico","MX",54,1991,5,NA
"MX","MEX","Mexico","MX",124,1992,10,NA
"MX","MEX","Mexico","MX",120,1993,11,NA
"MX","MEX","Mexico","MX",161,1994,12,NA
"MX","MEX","Mexico","MX",60,1995,5,NA
"MX","MEX","Mexico","MX",119,1996,11,NA
"MX","MEX","Mexico","MX",118,1997,9,NA
"MX","MEX","Mexico","MX",68,1998,6,NA
"MX","MEX","Mexico","MX",89,1999,7,NA
"MX","MEX","Mexico","MX",85,2000,7,NA
"MX","MEX","Mexico","MX",98,2001,8,NA
"MX","MEX","Mexico","MX",153,2002,12,NA
"MX","MEX","Mexico","MX",102,2003,9,NA
"MX","MEX","Mexico","MX",132,2004,9,NA
"MX","MEX","Mexico","MX",228,2005,19,NA
"MX","MEX","Mexico","MX",191,2006,16,NA
"MX","MEX","Mexico","MX",264,2007,20,NA
"MX","MEX","Mexico","MX",236,2008,19,NA
"MX","MEX","Mexico","MX",161,2009,12,NA
"MX","MEX","Mexico","MX",128,2010,11,NA
"MX","MEX","Mexico","MX",18,2011,2,NA
"MX","MEX","Mexico","MX",54,2012,4,NA
"MX","MEX","Mexico","MX",5,2013,1,NA
"MX","MEX","Mexico","MX",12,2015,1,NA
"MY","MYS","Malaysia","MY",6,1991,1,NA
"MY","MYS","Malaysia","MY",12,1997,1,NA
"MY","MYS","Malaysia","MY",13,1999,1,NA
"MY","MYS","Malaysia","MY",10,2000,1,NA
"MY","MYS","Malaysia","MY",17,2002,1,NA
"MY","MYS","Malaysia","MY",10,2005,1,NA
"MY","MYS","Malaysia","MY",5,2008,1,NA
"MY","MYS","Malaysia","MY",11,2010,1,NA
"MY","MYS","Malaysia","MY",21,2012,2,NA
"NG","NGA","Nigeria","NG",1,1981,1,NA
"NG","NGA","Nigeria","NG",15,2013,1,NA
"NL","NLD","Netherlands","NL",10,1959,1,NA
"NL","NLD","Netherlands","NL",12,1960,1,NA
"NL","NLD","Netherlands","NL",15,1961,1,NA
"NL","NLD","Netherlands","NL",30,1963,5,NA
"NL","NLD","Netherlands","NL",12,1965,1,NA
"NL","NLD","Netherlands","NL",12,1966,1,NA
"NL","NLD","Netherlands","NL",14,1967,1,NA
"NL","NLD","Netherlands","NL",42,1968,3,NA
"NL","NLD","Netherlands","NL",32,1969,3,NA
"NL","NLD","Netherlands","NL",47,1970,4,NA
"NL","NLD","Netherlands","NL",7,1971,1,NA
"NL","NLD","Netherlands","NL",62,1972,4,NA
"NL","NLD","Netherlands","NL",91,1973,8,NA
"NL","NLD","Netherlands","NL",20,1974,2,NA
"NL","NLD","Netherlands","NL",133,1975,13,NA
"NL","NLD","Netherlands","NL",55,1976,6,NA
"NL","NLD","Netherlands","NL",80,1977,7,NA
"NL","NLD","Netherlands","NL",20,1978,2,NA
"NL","NLD","Netherlands","NL",48,1979,4,NA
"NL","NLD","Netherlands","NL",143,1980,13,NA
"NL","NLD","Netherlands","NL",66,1981,6,NA
"NL","NLD","Netherlands","NL",108,1982,10,NA
"NL","NLD","Netherlands","NL",100,1983,10,NA
"NL","NLD","Netherlands","NL",54,1984,4,NA
"NL","NLD","Netherlands","NL",63,1985,5,NA
"NL","NLD","Netherlands","NL",56,1986,6,NA
"NL","NLD","Netherlands","NL",125,1987,11,NA
"NL","NLD","Netherlands","NL",78,1988,6,NA
"NL","NLD","Netherlands","NL",81,1989,7,NA
"NL","NLD","Netherlands","NL",97,1990,8,NA
"NL","NLD","Netherlands","NL",60,1991,5,NA
"NL","NLD","Netherlands","NL",143,1992,11,NA
"NL","NLD","Netherlands","NL",172,1993,14,NA
"NL","NLD","Netherlands","NL",263,1994,17,NA
"NL","NLD","Netherlands","NL",331,1995,22,NA
"NL","NLD","Netherlands","NL",297,1996,23,NA
"NL","NLD","Netherlands","NL",248,1997,21,NA
"NL","NLD","Netherlands","NL",221,1998,19,NA
"NL","NLD","Netherlands","NL",244,1999,20,NA
"NL","NLD","Netherlands","NL",400,2000,31,NA
"NL","NLD","Netherlands","NL",351,2001,25,NA
"NL","NLD","Netherlands","NL",415,2002,31,NA
"NL","NLD","Netherlands","NL",440,2003,31,NA
"NL","NLD","Netherlands","NL",295,2004,27,NA
"NL","NLD","Netherlands","NL",277,2005,21,NA
"NL","NLD","Netherlands","NL",383,2006,28,NA
"NL","NLD","Netherlands","NL",367,2007,24,NA
"NL","NLD","Netherlands","NL",318,2008,26,NA
