"country","publicationDateAlbum","count_song"
"US",1956,513
"US",1957,347
"US",1958,354
"US",1959,462
"US",1960,441
"US",1961,682
"US",1962,860
"US",1963,528
"US",1964,758
"US",1965,1091
"US",1966,1197
"US",1967,1294
"US",1968,1625
"US",1969,1544
"US",1970,1859
"US",1971,1857
"US",1972,1833
"US",1973,1891
"US",1974,1758
"US",1975,1982
"US",1976,1934
"US",1977,1918
"US",1978,1954
"US",1979,1881
"US",1980,1911
"US",1981,2125
"US",1982,2310
"US",1983,2209
"US",1984,2384
"US",1985,2149
"US",1986,2672
"US",1987,3076
"US",1988,3741
"US",1989,4383
"US",1990,5096
"US",1991,6196
"US",1992,7142
"US",1993,7948
"US",1994,8342
"US",1995,8972
"US",1996,10765
"US",1997,11143
"US",1998,11686
"US",1999,11366
"US",2000,12268
"US",2001,12460
"US",2002,13349
"US",2003,14985
"US",2004,14798
"US",2005,14724
"US",2006,15393
"US",2007,14881
"US",2008,14079
"US",2009,12212
"US",2010,10156
"US",2011,6366
"US",2012,4045
"US",2013,1370
"US",2014,678
"US",2015,576
"US",2016,30
"UY",1984,6
"UY",1986,12
"UY",1988,12
"UY",1991,10
"UY",1994,18
"UY",1995,15
"UY",1996,18
"UY",1998,12
"UY",1999,12
"UY",2000,14
"UY",2002,12
"UY",2003,10
"UY",2004,48
"UY",2005,12
"UY",2006,38
"UY",2008,11
"UY",2009,12
"UY",2011,13
"UY",2012,12
"VE",1964,12
"VE",1984,9
"VE",1986,4
"VE",1992,10
"VE",1995,20
"VE",1996,12
"VE",2002,11
"VE",2003,14
"VE",2004,29
"VE",2006,10
"VE",2007,16
"VE",2008,12
"VE",2010,11
"VI",2001,15
"VI",2003,12
"VI",2008,11
"VN",2002,10
"VN",2004,12
"VN",2005,11
"VN",2009,10
"VN",2011,12
"XC",1969,14
"XC",1981,12
"XC",1982,23
"XC",1983,11
"XC",1984,12
"XC",1985,32
"XC",1986,23
"XC",1988,31
"XC",1989,30
"XC",1990,34
"XC",1991,25
"XC",1992,60
"XE",1959,24
"XE",1960,11
"XE",1961,12
"XE",1965,36
"XE",1966,30
"XE",1967,31
"XE",1969,22
"XE",1970,22
"XE",1971,52
"XE",1972,22
"XE",1973,78
"XE",1974,21
"XE",1975,38
"XE",1976,44
"XE",1977,35
"XE",1978,17
"XE",1979,23
"XE",1980,55
"XE",1981,92
"XE",1982,42
"XE",1983,82
"XE",1984,51
"XE",1985,81
"XE",1986,93
"XE",1987,144
"XE",1988,233
"XE",1989,78
"XE",1990,174
"XE",1991,119
"XE",1992,204
"XE",1993,341
"XE",1994,252
"XE",1995,479
"XE",1996,388
"XE",1997,379
"XE",1998,282
"XE",1999,407
"XE",2000,379
"XE",2001,481
"XE",2002,435
"XE",2003,365
"XE",2004,399
"XE",2005,588
"XE",2006,372
"XE",2007,797
"XE",2008,694
"XE",2009,680
"XE",2010,481
"XE",2011,345
"XE",2012,173
"XE",2013,224
"XE",2014,78
"XE",2015,80
"XG",1979,9
"XG",1980,10
"XG",1981,18
"XG",1982,20
"XG",1984,11
"XG",1989,11
"XW",1962,12
"XW",1967,26
"XW",1970,20
"XW",1972,13
"XW",1974,46
"XW",1977,12
"XW",1978,23
"XW",1981,9
"XW",1982,14
"XW",1984,7
"XW",1985,8
"XW",1986,9
"XW",1988,63
"XW",1989,8
"XW",1990,19
"XW",1991,220
"XW",1992,12
"XW",1993,13
"XW",1994,86
"XW",1995,51
"XW",1996,36
"XW",1997,68
"XW",1998,55
"XW",1999,85
"XW",2000,68
"XW",2001,201
"XW",2002,149
"XW",2003,144
"XW",2004,309
"XW",2005,354
"XW",2006,604
"XW",2007,911
"XW",2008,1172
"XW",2009,1168
"XW",2010,1397
"XW",2011,1239
"XW",2012,1075
"XW",2013,501
"XW",2014,520
"XW",2015,414
"XW",2016,94
"YU",1971,2
"YU",1973,8
"YU",1974,8
"YU",1975,7
"YU",1976,8
"YU",1977,36
"YU",1979,38
"YU",1980,40
"YU",1981,41
"YU",1982,10
"YU",1983,29
"YU",1984,36
"YU",1985,46
"YU",1986,58
"YU",1987,38
"YU",1988,37
"YU",1989,25
"YU",1990,48
"YU",1991,23
"YU",1993,10
"YU",1994,12
"YU",1995,8
"YU",1996,15
"YU",1999,13
"YU",2001,18
"ZA",1989,19
"ZA",1992,10
"ZA",1993,12
"ZA",1995,11
"ZA",1997,29
"ZA",1998,6
"ZA",1999,13
"ZA",2000,11
"ZA",2001,18
"ZA",2002,23
"ZA",2003,41
"ZA",2004,38
"ZA",2005,6
"ZA",2006,41
"ZA",2007,36
"ZA",2008,54
"ZA",2009,26
"ZA",2010,13
"ZA",2011,16
"ZA",2012,12
