"country","code","name","code_2","count_song","year","gender","count_album","count_artist"
"BR","BRA","Brazil","BR",169,2004,"Group",13,1
"BR","BRA","Brazil","BR",71,2005,"Female",5,0
"BR","BRA","Brazil","BR",24,2005,"Male",2,0
"BR","BRA","Brazil","BR",377,2005,"Group",28,6
"BR","BRA","Brazil","BR",70,2006,"Female",4,0
"BR","BRA","Brazil","BR",52,2006,"Male",4,0
"BR","BRA","Brazil","BR",149,2006,"Group",12,3
"BR","BRA","Brazil","BR",42,2007,"Female",3,0
"BR","BRA","Brazil","BR",47,2007,"Male",3,0
"BR","BRA","Brazil","BR",200,2007,"Group",15,6
"BR","BRA","Brazil","BR",47,2008,"Female",4,0
"BR","BRA","Brazil","BR",35,2008,"Male",3,0
"BR","BRA","Brazil","BR",205,2008,"Group",15,2
"BR","BRA","Brazil","BR",73,2009,"Female",6,0
"BR","BRA","Brazil","BR",68,2009,"Male",5,0
"BR","BRA","Brazil","BR",65,2009,"Group",5,3
"BR","BRA","Brazil","BR",47,2010,"Female",4,0
"BR","BRA","Brazil","BR",61,2010,"Male",4,0
"BR","BRA","Brazil","BR",63,2010,"Group",5,1
"BR","BRA","Brazil","BR",39,2011,"Female",3,0
"BR","BRA","Brazil","BR",34,2011,"Male",1,0
"BR","BRA","Brazil","BR",40,2011,"Group",3,2
"BR","BRA","Brazil","BR",39,2012,"Female",2,0
"BR","BRA","Brazil","BR",39,2012,"Group",3,0
"BR","BRA","Brazil","BR",40,2013,"Female",1,0
"BR","BRA","Brazil","BR",7,2013,"Male",1,0
"BR","BRA","Brazil","BR",14,2014,"Female",1,0
"BR","BRA","Brazil","BR",11,2014,"Group",1,1
"BR","BRA","Brazil","BR",9,2015,"Female",1,0
"BR","BRA","Brazil","BR",27,2015,"Male",1,0
"BY","BDI","Burundi","BI",7,2007,"Group",1,0
"BY","BDI","Burundi","BI",10,2009,"Group",1,0
"BY","BDI","Burundi","BI",14,2010,"Group",1,0
"CA","CAN","Canada","CA",12,1960,"Male",1,3
"CA","CAN","Canada","CA",24,1961,"Female",2,2
"CA","CAN","Canada","CA",16,1964,"Male",1,9
"CA","CAN","Canada","CA",11,1966,"Group",1,1
"CA","CAN","Canada","CA",37,1967,"Male",3,2
"CA","CAN","Canada","CA",12,1967,"Group",1,1
"CA","CAN","Canada","CA",10,1968,"Female",1,8
"CA","CAN","Canada","CA",24,1968,"Male",2,8
"CA","CAN","Canada","CA",34,1969,"Female",3,0
"CA","CAN","Canada","CA",44,1969,"Male",4,8
"CA","CAN","Canada","CA",25,1969,"Group",2,4
"CA","CAN","Canada","CA",31,1970,"Male",3,11
"CA","CAN","Canada","CA",12,1970,"Group",1,6
"CA","CAN","Canada","CA",11,1971,"Female",1,2
"CA","CAN","Canada","CA",33,1971,"Male",3,7
"CA","CAN","Canada","CA",35,1972,"Male",3,8
"CA","CAN","Canada","CA",19,1972,"Group",2,4
"CA","CAN","Canada","CA",19,1973,"Male",2,7
"CA","CAN","Canada","CA",9,1973,"Group",1,3
"CA","CAN","Canada","CA",35,1974,"Male",3,5
"CA","CAN","Canada","CA",29,1974,"Group",2,4
"CA","CAN","Canada","CA",11,1975,"Female",1,6
"CA","CAN","Canada","CA",48,1975,"Male",4,12
"CA","CAN","Canada","CA",25,1975,"Group",3,7
"CA","CAN","Canada","CA",10,1976,"Female",1,6
"CA","CAN","Canada","CA",55,1976,"Male",5,10
"CA","CAN","Canada","CA",47,1976,"Group",5,7
"CA","CAN","Canada","CA",10,1977,"Female",1,4
"CA","CAN","Canada","CA",14,1977,"Male",1,16
"CA","CAN","Canada","CA",36,1977,"Group",4,8
"CA","CAN","Canada","CA",48,1978,"Male",3,11
"CA","CAN","Canada","CA",58,1978,"Group",7,9
"CA","CAN","Canada","CA",10,1979,"Female",1,2
"CA","CAN","Canada","CA",20,1979,"Male",2,13
"CA","CAN","Canada","CA",74,1979,"Group",8,8
"CA","CAN","Canada","CA",23,1980,"Male",2,7
"CA","CAN","Canada","CA",106,1980,"Group",10,8
"CA","CAN","Canada","CA",58,1981,"Female",6,4
"CA","CAN","Canada","CA",12,1981,"Male",1,8
"CA","CAN","Canada","CA",113,1981,"Group",6,8
"CA","CAN","Canada","CA",9,1982,"Female",1,6
"CA","CAN","Canada","CA",19,1982,"Male",1,8
"CA","CAN","Canada","CA",109,1982,"Group",11,9
"CA","CAN","Canada","CA",38,1983,"Female",4,5
"CA","CAN","Canada","CA",50,1983,"Male",4,2
"CA","CAN","Canada","CA",93,1983,"Group",9,5
"CA","CAN","Canada","CA",10,1984,"Female",1,5
"CA","CAN","Canada","CA",31,1984,"Male",3,1
"CA","CAN","Canada","CA",33,1984,"Group",4,11
"CA","CAN","Canada","CA",19,1985,"Female",2,5
"CA","CAN","Canada","CA",28,1985,"Male",3,7
"CA","CAN","Canada","CA",98,1985,"Group",8,5
"CA","CAN","Canada","CA",27,1986,"Female",2,4
"CA","CAN","Canada","CA",11,1986,"Male",1,5
"CA","CAN","Canada","CA",71,1986,"Group",8,9
"CA","CAN","Canada","CA",22,1987,"Female",3,5
"CA","CAN","Canada","CA",76,1987,"Male",7,3
"CA","CAN","Canada","CA",72,1987,"Group",7,8
"CA","CAN","Canada","CA",25,1988,"Female",2,6
"CA","CAN","Canada","CA",21,1988,"Male",2,1
"CA","CAN","Canada","CA",81,1988,"Group",7,9
"CA","CAN","Canada","CA",28,1989,"Female",3,2
"CA","CAN","Canada","CA",65,1989,"Male",6,1
"CA","CAN","Canada","CA",74,1989,"Group",7,19
"CA","CAN","Canada","CA",43,1990,"Female",4,2
"CA","CAN","Canada","CA",61,1990,"Male",5,3
"CA","CAN","Canada","CA",81,1990,"Group",7,11
"CA","CAN","Canada","CA",20,1991,"Female",2,0
"CA","CAN","Canada","CA",34,1991,"Male",3,0
"CA","CAN","Canada","CA",152,1991,"Group",13,14
"CA","CAN","Canada","CA",53,1992,"Female",5,1
"CA","CAN","Canada","CA",50,1992,"Male",4,2
"CA","CAN","Canada","CA",164,1992,"Group",14,26
"CA","CAN","Canada","CA",18,1993,"Female",1,1
"CA","CAN","Canada","CA",91,1993,"Male",6,1
"CA","CAN","Canada","CA",320,1993,"Group",23,24
"CA","CAN","Canada","CA",69,1994,"Female",6,0
"CA","CAN","Canada","CA",136,1994,"Male",10,2
"CA","CAN","Canada","CA",284,1994,"Group",23,24
"CA","CAN","Canada","CA",22,1995,"Female",2,1
"CA","CAN","Canada","CA",113,1995,"Male",10,1
"CA","CAN","Canada","CA",331,1995,"Group",25,19
"CA","CAN","Canada","CA",144,1996,"Female",11,1
"CA","CAN","Canada","CA",79,1996,"Male",6,0
"CA","CAN","Canada","CA",251,1996,"Group",19,27
"CA","CAN","Canada","CA",93,1997,"Female",6,0
"CA","CAN","Canada","CA",187,1997,"Male",11,0
"CA","CAN","Canada","CA",280,1997,"Group",20,30
"CA","CAN","Canada","CA",156,1998,"Female",13,0
"CA","CAN","Canada","CA",54,1998,"Male",5,1
"CA","CAN","Canada","CA",235,1998,"Group",20,23
"CA","CAN","Canada","CA",43,1999,"Female",4,0
"CA","CAN","Canada","CA",126,1999,"Male",10,0
"CA","CAN","Canada","CA",342,1999,"Group",26,38
"CA","CAN","Canada","CA",108,2000,"Female",9,0
"CA","CAN","Canada","CA",70,2000,"Male",6,0
"CA","CAN","Canada","CA",391,2000,"Group",33,27
"CA","CAN","Canada","CA",91,2001,"Female",8,0
"CA","CAN","Canada","CA",152,2001,"Male",11,0
"CA","CAN","Canada","CA",367,2001,"Group",31,31
"CA","CAN","Canada","CA",107,2002,"Female",8,0
"CA","CAN","Canada","CA",118,2002,"Male",10,0
"CA","CAN","Canada","CA",438,2002,"Group",41,31
"CA","CAN","Canada","CA",164,2003,"Female",13,0
"CA","CAN","Canada","CA",133,2003,"Male",10,0
"CA","CAN","Canada","CA",239,2003,"Group",20,40
"CA","CAN","Canada","CA",118,2004,"Female",9,0
"CA","CAN","Canada","CA",151,2004,"Male",11,2
"CA","CAN","Canada","CA",438,2004,"Group",40,29
"CA","CAN","Canada","CA",125,2005,"Female",11,0
"CA","CAN","Canada","CA",222,2005,"Male",17,0
"CA","CAN","Canada","CA",576,2005,"Group",48,45
"CA","CAN","Canada","CA",86,2006,"Female",7,0
"CA","CAN","Canada","CA",330,2006,"Male",26,0
"CA","CAN","Canada","CA",447,2006,"Group",39,35
"CA","CAN","Canada","CA",144,2007,"Female",11,0
"CA","CAN","Canada","CA",191,2007,"Male",14,0
"CA","CAN","Canada","CA",594,2007,"Group",49,19
"CA","CAN","Canada","CA",163,2008,"Female",13,0
"CA","CAN","Canada","CA",228,2008,"Male",18,0
"CA","CAN","Canada","CA",406,2008,"Group",35,17
"CA","CAN","Canada","CA",76,2009,"Female",7,0
"CA","CAN","Canada","CA",249,2009,"Male",18,0
"CA","CAN","Canada","CA",551,2009,"Group",46,10
"CA","CAN","Canada","CA",26,2010,"Female",3,0
"CA","CAN","Canada","CA",139,2010,"Male",12,0
"CA","CAN","Canada","CA",343,2010,"Group",30,9
"CA","CAN","Canada","CA",27,2011,"Female",3,0
"CA","CAN","Canada","CA",54,2011,"Male",5,1
"CA","CAN","Canada","CA",203,2011,"Group",17,11
"CA","CAN","Canada","CA",61,2012,"Female",5,0
"CA","CAN","Canada","CA",27,2012,"Male",2,0
"CA","CAN","Canada","CA",130,2012,"Group",9,2
"CA","CAN","Canada","CA",10,2014,"Female",1,0
"CA","CAN","Canada","CA",12,2014,"Male",1,0
"CA","CAN","Canada","CA",32,2014,"Group",4,1
"CA","CAN","Canada","CA",12,2015,"Group",1,0
"CA","CAN","Canada","CA",12,2016,"Male",1,0
"CH","CHN","China","CN",9,1966,"Male",1,0
"CH","CHN","China","CN",7,1967,"Male",1,0
"CH","CHN","China","CN",17,1970,"Male",2,0
"CH","CHN","China","CN",13,1971,"Male",1,0
"CH","CHN","China","CN",10,1972,"Male",1,0
"CH","CHN","China","CN",20,1976,"Group",2,0
"CH","CHN","China","CN",9,1979,"Group",1,0
"CH","CHN","China","CN",8,1984,"Group",1,0
"CH","CHN","China","CN",4,1985,"Group",1,0
"CH","CHN","China","CN",23,1987,"Group",2,0
"CH","CHN","China","CN",12,1989,"Group",1,0
"CH","CHN","China","CN",48,1991,"Group",4,0
"CH","CHN","China","CN",33,1992,"Group",3,0
"CH","CHN","China","CN",33,1993,"Group",5,0
"CH","CHN","China","CN",61,1994,"Group",5,0
"CH","CHN","China","CN",42,1995,"Group",4,0
"CH","CHN","China","CN",12,1996,"Male",1,0
"CH","CHN","China","CN",40,1996,"Group",3,0
"CH","CHN","China","CN",12,1997,"Male",1,0
"CH","CHN","China","CN",48,1997,"Group",4,1
"CH","CHN","China","CN",38,1998,"Group",4,0
"CH","CHN","China","CN",49,1999,"Group",4,0
"CH","CHN","China","CN",57,2000,"Group",4,0
"CH","CHN","China","CN",81,2001,"Group",7,0
"CH","CHN","China","CN",37,2002,"Group",3,0
"CH","CHN","China","CN",44,2003,"Male",3,0
"CH","CHN","China","CN",77,2003,"Group",6,0
"CH","CHN","China","CN",14,2004,"Male",1,0
"CH","CHN","China","CN",43,2004,"Group",4,0
"CH","CHN","China","CN",13,2005,"Male",1,0
"CH","CHN","China","CN",51,2005,"Group",4,1
"CH","CHN","China","CN",65,2006,"Group",5,0
"CH","CHN","China","CN",11,2007,"Male",1,0
"CH","CHN","China","CN",63,2007,"Group",4,0
"CH","CHN","China","CN",11,2008,"Female",1,0
"CH","CHN","China","CN",69,2008,"Male",5,0
"CH","CHN","China","CN",39,2008,"Group",3,0
"CH","CHN","China","CN",64,2009,"Group",5,0
"CH","CHN","China","CN",12,2010,"Male",1,0
"CH","CHN","China","CN",44,2010,"Group",4,0
"CH","CHN","China","CN",26,2011,"Group",2,0
"CH","CHN","China","CN",17,2012,"Female",1,0
"CH","CHN","China","CN",25,2012,"Group",2,0
"CH","CHN","China","CN",12,2015,"Group",1,0
"CL","CHL","Chile","CL",12,1966,"Male",1,0
"CL","CHL","Chile","CL",10,1989,"Group",1,2
"CL","CHL","Chile","CL",10,1991,"Group",1,3
"CL","CHL","Chile","CL",15,1992,"Male",1,0
"CL","CHL","Chile","CL",10,1994,"Group",1,0
"CL","CHL","Chile","CL",24,1995,"Group",2,1
"CL","CHL","Chile","CL",35,1996,"Group",3,2
"CL","CHL","Chile","CL",27,1997,"Group",2,1
"CL","CHL","Chile","CL",24,1998,"Group",2,1
"CL","CHL","Chile","CL",24,1999,"Group",2,2
"CL","CHL","Chile","CL",34,2000,"Group",3,1
"CL","CHL","Chile","CL",18,2001,"Female",1,0
"CL","CHL","Chile","CL",21,2002,"Group",2,0
"CL","CHL","Chile","CL",27,2003,"Female",1,0
"CL","CHL","Chile","CL",34,2003,"Group",2,0
"CL","CHL","Chile","CL",45,2004,"Group",4,2
"CL","CHL","Chile","CL",13,2005,"Male",1,0
"CL","CHL","Chile","CL",62,2005,"Group",5,3
"CL","CHL","Chile","CL",44,2006,"Group",4,1
"CL","CHL","Chile","CL",10,2007,"Female",1,0
"CL","CHL","Chile","CL",33,2007,"Group",3,2
"CL","CHL","Chile","CL",45,2008,"Group",4,3
"CL","CHL","Chile","CL",13,2009,"Male",1,0
"CL","CHL","Chile","CL",10,2010,"Male",1,0
"CL","CHL","Chile","CL",23,2011,"Female",2,0
"CL","CHL","Chile","CL",19,2011,"Male",2,0
"CL","CHL","Chile","CL",12,2011,"Group",1,1
"CL","CHL","Chile","CL",24,2012,"Group",2,0
"CN","COM","Comoros","KM",12,2004,"Group",1,0
"CO","COL","Colombia","CO",11,1994,"Group",1,0
"CO","COL","Colombia","CO",12,1997,"Female",1,0
"CO","COL","Colombia","CO",12,2001,"Group",1,1
"CO","COL","Colombia","CO",13,2003,"Male",1,0
"CO","COL","Colombia","CO",13,2004,"Female",1,0
"CO","COL","Colombia","CO",9,2004,"Group",1,0
"CO","COL","Colombia","CO",12,2006,"Female",1,0
"CO","COL","Colombia","CO",11,2006,"Group",1,1
"CO","COL","Colombia","CO",11,2008,"Group",1,0
"CO","COL","Colombia","CO",15,2009,"Male",1,0
"CS","CRI","Costa Rica","CR",10,1993,"Group",1,0
"CS","CRI","Costa Rica","CR",9,1997,"Group",1,0
"CS","CRI","Costa Rica","CR",23,1998,"Group",2,0
"CS","CRI","Costa Rica","CR",11,1999,"Group",1,1
"CS","CRI","Costa Rica","CR",11,2000,"Group",1,0
"CS","CRI","Costa Rica","CR",26,2001,"Group",2,0
"CS","CRI","Costa Rica","CR",14,2003,"Group",1,0
"CS","CRI","Costa Rica","CR",21,2005,"Group",2,1
"CZ","CZE","Czech Republic","CZ",12,1966,"Female",1,1
"CZ","CZE","Czech Republic","CZ",25,1993,"Male",2,0
"CZ","CZE","Czech Republic","CZ",26,1993,"Group",2,4
"CZ","CZE","Czech Republic","CZ",25,1994,"Male",1,0
"CZ","CZE","Czech Republic","CZ",25,1994,"Group",2,3
"CZ","CZE","Czech Republic","CZ",60,1995,"Male",4,0
"CZ","CZE","Czech Republic","CZ",31,1995,"Group",3,6
"CZ","CZE","Czech Republic","CZ",14,1996,"Female",1,0
"CZ","CZE","Czech Republic","CZ",49,1996,"Male",3,0
"CZ","CZE","Czech Republic","CZ",32,1996,"Group",3,0
"CZ","CZE","Czech Republic","CZ",41,1997,"Group",3,3
"CZ","CZE","Czech Republic","CZ",46,1998,"Male",3,0
"CZ","CZE","Czech Republic","CZ",32,1998,"Group",3,6
"CZ","CZE","Czech Republic","CZ",10,1999,"Male",1,0
"CZ","CZE","Czech Republic","CZ",49,1999,"Group",3,4
"CZ","CZE","Czech Republic","CZ",16,2000,"Male",1,0
"CZ","CZE","Czech Republic","CZ",65,2000,"Group",6,3
"CZ","CZE","Czech Republic","CZ",66,2001,"Group",5,2
"CZ","CZE","Czech Republic","CZ",10,2002,"Male",1,0
"CZ","CZE","Czech Republic","CZ",77,2002,"Group",7,2
"CZ","CZE","Czech Republic","CZ",44,2003,"Male",3,0
"CZ","CZE","Czech Republic","CZ",83,2003,"Group",6,2
"CZ","CZE","Czech Republic","CZ",13,2004,"Female",1,0
"CZ","CZE","Czech Republic","CZ",21,2004,"Male",2,0
"CZ","CZE","Czech Republic","CZ",49,2004,"Group",4,0
"CZ","CZE","Czech Republic","CZ",14,2005,"Male",1,0
"CZ","CZE","Czech Republic","CZ",69,2005,"Group",5,1
"CZ","CZE","Czech Republic","CZ",12,2006,"Female",1,0
"CZ","CZE","Czech Republic","CZ",53,2006,"Male",3,0
"CZ","CZE","Czech Republic","CZ",93,2006,"Group",7,1
"CZ","CZE","Czech Republic","CZ",25,2007,"Female",2,0
"CZ","CZE","Czech Republic","CZ",24,2007,"Male",1,0
"CZ","CZE","Czech Republic","CZ",40,2007,"Group",4,1
"CZ","CZE","Czech Republic","CZ",13,2008,"Female",1,0
"CZ","CZE","Czech Republic","CZ",15,2008,"Male",1,0
"CZ","CZE","Czech Republic","CZ",25,2008,"Group",2,1
"CZ","CZE","Czech Republic","CZ",24,2009,"Female",2,0
"CZ","CZE","Czech Republic","CZ",37,2009,"Male",2,0
"CZ","CZE","Czech Republic","CZ",57,2009,"Group",4,0
"CZ","CZE","Czech Republic","CZ",13,2010,"Male",1,0
"CZ","CZE","Czech Republic","CZ",12,2010,"Group",1,0
"CZ","CZE","Czech Republic","CZ",11,2011,"Male",1,0
"CZ","CZE","Czech Republic","CZ",21,2012,"Male",2,0
"CZ","CZE","Czech Republic","CZ",24,2012,"Group",2,0
"DE","DEU","Germany","DE",6,1947,"Male",1,8
"DE","DEU","Germany","DE",18,1958,"Male",1,3
"DE","DEU","Germany","DE",9,1961,"Male",1,9
"DE","DEU","Germany","DE",10,1961,"Group",1,0
"DE","DEU","Germany","DE",24,1962,"Male",2,6
"DE","DEU","Germany","DE",10,1963,"Group",1,0
"DE","DEU","Germany","DE",25,1964,"Male",1,9
"DE","DEU","Germany","DE",22,1964,"Group",2,2
"DE","DEU","Germany","DE",12,1965,"Female",1,2
"DE","DEU","Germany","DE",15,1965,"Male",2,8
"DE","DEU","Germany","DE",64,1965,"Group",4,3
"DE","DEU","Germany","DE",12,1966,"Female",1,5
"DE","DEU","Germany","DE",33,1966,"Male",3,9
"DE","DEU","Germany","DE",25,1966,"Group",1,2
"DE","DEU","Germany","DE",98,1967,"Male",8,13
"DE","DEU","Germany","DE",55,1967,"Group",4,3
"DE","DEU","Germany","DE",12,1968,"Female",1,1
"DE","DEU","Germany","DE",80,1968,"Male",7,16
"DE","DEU","Germany","DE",45,1968,"Group",4,3
"DE","DEU","Germany","DE",14,1969,"Female",1,5
"DE","DEU","Germany","DE",83,1969,"Male",6,4
"DE","DEU","Germany","DE",20,1969,"Group",2,10
"DE","DEU","Germany","DE",34,1970,"Female",3,2
"DE","DEU","Germany","DE",173,1970,"Male",14,8
"DE","DEU","Germany","DE",92,1970,"Group",10,11
"DE","DEU","Germany","DE",12,1971,"Female",1,4
"DE","DEU","Germany","DE",119,1971,"Male",9,16
"DE","DEU","Germany","DE",144,1971,"Group",14,7
"DE","DEU","Germany","DE",57,1972,"Female",4,1
"DE","DEU","Germany","DE",113,1972,"Male",10,13
"DE","DEU","Germany","DE",98,1972,"Group",9,9
"DE","DEU","Germany","DE",40,1973,"Female",4,1
"DE","DEU","Germany","DE",159,1973,"Male",13,14
"DE","DEU","Germany","DE",161,1973,"Group",13,6
"DE","DEU","Germany","DE",12,1974,"Female",1,6
"DE","DEU","Germany","DE",153,1974,"Male",11,14
"DE","DEU","Germany","DE",78,1974,"Group",8,2
"DE","DEU","Germany","DE",45,1975,"Female",4,3
"DE","DEU","Germany","DE",123,1975,"Male",8,17
"DE","DEU","Germany","DE",101,1975,"Group",7,7
"DE","DEU","Germany","DE",135,1976,"Male",12,8
"DE","DEU","Germany","DE",98,1976,"Group",10,9
"DE","DEU","Germany","DE",44,1977,"Female",4,3
"DE","DEU","Germany","DE",161,1977,"Male",15,18
"DE","DEU","Germany","DE",124,1977,"Group",11,10
"DE","DEU","Germany","DE",23,1978,"Female",2,4
"DE","DEU","Germany","DE",181,1978,"Male",11,16
"DE","DEU","Germany","DE",155,1978,"Group",13,8
"DE","DEU","Germany","DE",53,1979,"Female",5,5
"DE","DEU","Germany","DE",175,1979,"Male",16,13
"DE","DEU","Germany","DE",201,1979,"Group",19,15
"DE","DEU","Germany","DE",18,1980,"Female",2,8
"DE","DEU","Germany","DE",154,1980,"Male",13,13
"DE","DEU","Germany","DE",185,1980,"Group",17,17
"DE","DEU","Germany","DE",28,1981,"Female",2,4
"DE","DEU","Germany","DE",144,1981,"Male",10,14
"DE","DEU","Germany","DE",233,1981,"Group",18,14
"DE","DEU","Germany","DE",8,1982,"Female",1,4
"DE","DEU","Germany","DE",169,1982,"Male",14,12
"DE","DEU","Germany","DE",260,1982,"Group",20,12
"DE","DEU","Germany","DE",37,1983,"Female",4,0
"DE","DEU","Germany","DE",166,1983,"Male",15,9
"DE","DEU","Germany","DE",362,1983,"Group",29,14
"DE","DEU","Germany","DE",29,1984,"Female",3,1
"DE","DEU","Germany","DE",230,1984,"Male",20,6
"DE","DEU","Germany","DE",324,1984,"Group",30,13
"DE","DEU","Germany","DE",60,1985,"Female",6,1
"DE","DEU","Germany","DE",216,1985,"Male",19,8
"DE","DEU","Germany","DE",409,1985,"Group",42,24
"DE","DEU","Germany","DE",63,1986,"Female",6,4
"DE","DEU","Germany","DE",237,1986,"Male",22,9
"DE","DEU","Germany","DE",410,1986,"Group",37,24
"DE","DEU","Germany","DE",114,1987,"Female",11,0
"DE","DEU","Germany","DE",204,1987,"Male",16,3
"DE","DEU","Germany","DE",443,1987,"Group",41,29
"DE","DEU","Germany","DE",76,1988,"Female",7,5
"DE","DEU","Germany","DE",147,1988,"Male",12,3
"DE","DEU","Germany","DE",587,1988,"Group",50,19
"DE","DEU","Germany","DE",133,1989,"Female",11,0
"DE","DEU","Germany","DE",119,1989,"Male",11,5
"DE","DEU","Germany","DE",543,1989,"Group",48,31
"DE","DEU","Germany","DE",116,1990,"Female",9,3
"DE","DEU","Germany","DE",277,1990,"Male",16,8
"DE","DEU","Germany","DE",680,1990,"Group",55,31
"DE","DEU","Germany","DE",94,1991,"Female",7,3
"DE","DEU","Germany","DE",283,1991,"Male",15,3
"DE","DEU","Germany","DE",860,1991,"Group",74,34
"DE","DEU","Germany","DE",65,1992,"Female",5,2
"DE","DEU","Germany","DE",367,1992,"Male",19,2
"DE","DEU","Germany","DE",932,1992,"Group",82,36
"DE","DEU","Germany","DE",124,1993,"Female",9,1
"DE","DEU","Germany","DE",467,1993,"Male",34,1
"DE","DEU","Germany","DE",1282,1993,"Group",111,54
"DE","DEU","Germany","DE",221,1994,"Female",8,0
"DE","DEU","Germany","DE",387,1994,"Male",23,1
"DE","DEU","Germany","DE",1577,1994,"Group",130,53
"DE","DEU","Germany","DE",317,1995,"Female",14,0
"DE","DEU","Germany","DE",491,1995,"Male",30,0
"DE","DEU","Germany","DE",1726,1995,"Group",147,50
"DE","DEU","Germany","DE",119,1996,"Female",8,0
"DE","DEU","Germany","DE",508,1996,"Male",26,1
"DE","DEU","Germany","DE",1962,1996,"Group",166,53
"DE","DEU","Germany","DE",106,1997,"Female",8,0
"DE","DEU","Germany","DE",661,1997,"Male",26,0
"DE","DEU","Germany","DE",2059,1997,"Group",172,52
"DE","DEU","Germany","DE",247,1998,"Female",15,0
"DE","DEU","Germany","DE",372,1998,"Male",26,0
"DE","DEU","Germany","DE",1906,1998,"Group",156,52
"DE","DEU","Germany","DE",157,1999,"Female",11,0
"DE","DEU","Germany","DE",299,1999,"Male",18,0
"DE","DEU","Germany","DE",2276,1999,"Group",192,59
"DE","DEU","Germany","DE",119,2000,"Female",8,0
"DE","DEU","Germany","DE",306,2000,"Male",21,0
"DE","DEU","Germany","DE",2296,2000,"Group",185,41
"DE","DEU","Germany","DE",152,2001,"Female",5,0
"DE","DEU","Germany","DE",336,2001,"Male",23,0
"DE","DEU","Germany","DE",2742,2001,"Group",222,40
"DE","DEU","Germany","DE",73,2002,"Female",6,0
"DE","DEU","Germany","DE",349,2002,"Male",27,0
"DE","DEU","Germany","DE",2889,2002,"Group",241,42
"DE","DEU","Germany","DE",198,2003,"Female",14,0
"DE","DEU","Germany","DE",319,2003,"Male",22,0
"DE","DEU","Germany","DE",2807,2003,"Group",241,43
"DE","DEU","Germany","DE",77,2004,"Female",6,0
"DE","DEU","Germany","DE",645,2004,"Male",32,0
"DE","DEU","Germany","DE",3604,2004,"Group",291,54
"DE","DEU","Germany","DE",239,2005,"Female",14,0
"DE","DEU","Germany","DE",420,2005,"Male",28,0
"DE","DEU","Germany","DE",3464,2005,"Group",277,27
"DE","DEU","Germany","DE",188,2006,"Female",12,0
"DE","DEU","Germany","DE",583,2006,"Male",40,0
"DE","DEU","Germany","DE",3788,2006,"Group",304,38
"DE","DEU","Germany","DE",137,2007,"Female",10,0
"DE","DEU","Germany","DE",670,2007,"Male",41,0
"DE","DEU","Germany","DE",3386,2007,"Group",276,32
"DE","DEU","Germany","DE",197,2008,"Female",15,0
"DE","DEU","Germany","DE",768,2008,"Male",40,0
"DE","DEU","Germany","DE",3340,2008,"Group",269,15
"DE","DEU","Germany","DE",185,2009,"Female",12,0
"DE","DEU","Germany","DE",453,2009,"Male",28,0
"DE","DEU","Germany","DE",3071,2009,"Group",235,10
"DE","DEU","Germany","DE",122,2010,"Female",8,0
"DE","DEU","Germany","DE",336,2010,"Male",20,0
"DE","DEU","Germany","DE",2332,2010,"Group",196,10
"DE","DEU","Germany","DE",123,2011,"Female",9,0
"DE","DEU","Germany","DE",273,2011,"Male",17,0
"DE","DEU","Germany","DE",1905,2011,"Group",153,7
"DE","DEU","Germany","DE",90,2012,"Female",6,0
"DE","DEU","Germany","DE",226,2012,"Male",13,0
"DE","DEU","Germany","DE",901,2012,"Group",72,7
"DE","DEU","Germany","DE",12,2013,"Female",1,0
"DE","DEU","Germany","DE",84,2013,"Male",5,0
"DE","DEU","Germany","DE",299,2013,"Group",24,2
"DE","DEU","Germany","DE",41,2014,"Female",3,0
"DE","DEU","Germany","DE",64,2014,"Male",4,0
"DE","DEU","Germany","DE",234,2014,"Group",18,2
"DE","DEU","Germany","DE",10,2015,"Female",1,0
"DE","DEU","Germany","DE",230,2015,"Group",18,1
"DE","DEU","Germany","DE",16,2016,"Group",2,0
"DK","DNK","Denmark","DK",13,1963,"Male",1,2
"DK","DNK","Denmark","DK",12,1970,"Male",1,2
"DK","DNK","Denmark","DK",19,1971,"Group",2,0
"DK","DNK","Denmark","DK",12,1972,"Male",1,3
"DK","DNK","Denmark","DK",12,1975,"Female",1,1
"DK","DNK","Denmark","DK",10,1975,"Group",1,0
"DK","DNK","Denmark","DK",15,1976,"Group",1,0
"DK","DNK","Denmark","DK",9,1980,"Male",1,1
"DK","DNK","Denmark","DK",14,1981,"Group",1,2
"DK","DNK","Denmark","DK",18,1982,"Male",1,0
"DK","DNK","Denmark","DK",6,1983,"Group",1,3
"DK","DNK","Denmark","DK",11,1984,"Male",1,1
"DK","DNK","Denmark","DK",19,1984,"Group",2,2
"DK","DNK","Denmark","DK",9,1986,"Male",1,1
"DK","DNK","Denmark","DK",17,1987,"Group",2,2
"DK","DNK","Denmark","DK",18,1988,"Group",2,2
"DK","DNK","Denmark","DK",10,1989,"Male",1,2
"DK","DNK","Denmark","DK",39,1989,"Group",3,6
"DK","DNK","Denmark","DK",12,1990,"Male",1,0
"DK","DNK","Denmark","DK",14,1990,"Group",2,3
"DK","DNK","Denmark","DK",25,1991,"Male",2,1
"DK","DNK","Denmark","DK",42,1991,"Group",3,5
"DK","DNK","Denmark","DK",27,1992,"Group",3,5
"DK","DNK","Denmark","DK",19,1993,"Male",1,0
"DK","DNK","Denmark","DK",49,1993,"Group",5,9
